run_id,timestep,actions_0,actions_1,map,score,order_list,validator_err_0,validator_err_1,format_err_0,format_err_1,first_validator_msg_0,first_validator_msg_1,scene_raw_p0,scene_raw_p1,chef_holds,asst_holds,chef_queue_str,asst_queue_str,pot_line,delta_chef_holds,delta_asst_holds,delta_pot_line,chef_queue_len,asst_queue_len,delta_chef_queue_len,delta_asst_queue_len
5b7f46fdb3fc745e,0,wait(1),"pickup(egg, ingredient_dispenser)","X       X       X       P       X       

I               X       ↑0      X       

C       ↑1      X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 0: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,nothing,,,<pot0> is empty,True,True,True,0,0,0.0,0.0
5b7f46fdb3fc745e,1,wait(1),"pickup(egg, ingredient_dispenser)","X       X       X       P       X       

I       ↑1      X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 1: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [pickup(egg, ingredient_dispenser);place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,nothing,,"pickup(egg, ingredient_dispenser);place_obj_on_counter()",<pot0> is empty,False,False,False,0,2,0.0,2.0
5b7f46fdb3fc745e,2,wait(1),"pickup(egg, ingredient_dispenser)","X       X       X       P       X       

I       ←1      X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 2: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [pickup(egg, ingredient_dispenser);place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,nothing,,"pickup(egg, ingredient_dispenser);place_obj_on_counter()",<pot0> is empty,False,False,False,0,2,0.0,0.0
5b7f46fdb3fc745e,3,wait(1),place_obj_on_counter(),"X       X       X       P       X       

I       ←1e     X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 3: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds one egg. The planned sequence of actions (yet to be performed) for Assistant is [place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,one egg,,place_obj_on_counter(),<pot0> is empty,False,True,False,0,1,0.0,-1.0
5b7f46fdb3fc745e,4,wait(2),place_obj_on_counter(),"X       X       X       P       X       

I       →1e     X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 4: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds one egg. The planned sequence of actions (yet to be performed) for Assistant is [place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,one egg,,place_obj_on_counter(),<pot0> is empty,False,False,False,0,1,0.0,0.0
6e90fcba1912f45b,0,wait(1),"pickup(potato, ingredient_dispenser)","X       X       X       P       X       

I               X       ↑0      X       

C       ↑1      X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,1,0,0,0,"please check your plan,make sure your plan is a sequence of action seperated by ';' in one line, without any description or serial number.",,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 0: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [[nothing]] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [pickup(potato, ingredient_dispenser);put_obj_in_utensil(chopping_board0);cut(chopping_board0)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.

Below are the failed and analysis history about your last chosed action,you can use the information to reach correct action alone AND DO NOT COMMUNICATE WITH YOUR TEAMMATE :
Your action [nothing] raised an error: please check your plan,make sure your plan is a sequence of action seperated by ';' in one line, without any description or serial number.
",,nothing,nothing,[nothing,"pickup(potato, ingredient_dispenser);put_obj_in_utensil(chopping_board0);cut(chopping_board0)",<pot0> is empty,True,True,True,1,3,0.0,0.0
6e90fcba1912f45b,1,wait(1),"pickup(potato, ingredient_dispenser)","X       X       X       P       X       

I       ↑1      X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 1: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [pickup(potato, ingredient_dispenser);put_obj_in_utensil(chopping_board0);cut(chopping_board0)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,nothing,,"pickup(potato, ingredient_dispenser);put_obj_in_utensil(chopping_board0);cut(chopping_board0)",<pot0> is empty,False,False,False,0,3,-1.0,0.0
6e90fcba1912f45b,2,wait(1),"pickup(potato, ingredient_dispenser)","X       X       X       P       X       

I       ←1      X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,1,0,0,0,"please check your plan,make sure your plan is a sequence of action seperated by ';' in one line, without any description or serial number.",,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 2: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [[nothing]

chef say: [nothing]] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [pickup(potato, ingredient_dispenser);put_obj_in_utensil(chopping_board0);cut(chopping_board0)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.

Below are the failed and analysis history about your last chosed action,you can use the information to reach correct action alone AND DO NOT COMMUNICATE WITH YOUR TEAMMATE :
Your action [nothing]

chef say: [nothing] raised an error: please check your plan,make sure your plan is a sequence of action seperated by ';' in one line, without any description or serial number.
",,nothing,nothing,[nothing,"pickup(potato, ingredient_dispenser);put_obj_in_utensil(chopping_board0);cut(chopping_board0)",<pot0> is empty,False,False,False,1,3,1.0,0.0
6e90fcba1912f45b,3,wait(1),put_obj_in_utensil(chopping_board0),"X       X       X       P       X       

I       ←1p     X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,1,0,0,0,"please check your plan,make sure your plan is a sequence of action seperated by ';' in one line, without any description or serial number.",,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 3: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [[nothing]] <Assistant> holds one potato. The planned sequence of actions (yet to be performed) for Assistant is [put_obj_in_utensil(chopping_board0);cut(chopping_board0)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.

Below are the failed and analysis history about your last chosed action,you can use the information to reach correct action alone AND DO NOT COMMUNICATE WITH YOUR TEAMMATE :
Your action [nothing] raised an error: please check your plan,make sure your plan is a sequence of action seperated by ';' in one line, without any description or serial number.
",,nothing,one potato,[nothing,put_obj_in_utensil(chopping_board0);cut(chopping_board0),<pot0> is empty,False,True,False,1,2,0.0,-1.0
6e90fcba1912f45b,4,wait(1),put_obj_in_utensil(chopping_board0),"X       X       X       P       X       

I               X       ↑0      X       

C       ↓1p     X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 4: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds one potato. The planned sequence of actions (yet to be performed) for Assistant is [put_obj_in_utensil(chopping_board0);cut(chopping_board0)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,one potato,,put_obj_in_utensil(chopping_board0);cut(chopping_board0),<pot0> is empty,False,False,False,0,2,-1.0,0.0
6e90fcba1912f45b,5,wait(1),put_obj_in_utensil(chopping_board0),"X       X       X       P       X       

I               X       ↑0      X       

C       ←1p     X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 5: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds one potato. The planned sequence of actions (yet to be performed) for Assistant is [put_obj_in_utensil(chopping_board0);cut(chopping_board0)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,one potato,,put_obj_in_utensil(chopping_board0);cut(chopping_board0),<pot0> is empty,False,False,False,0,2,0.0,0.0
6e90fcba1912f45b,6,wait(1),cut(chopping_board0),"X       X       X       P       X       

I               X       ↑0      X       

C-      ←1      X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 6: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [cut(chopping_board0)] Kitchen states: <pot0> is empty; <oven0> is empty; <blender0> is empty; <chopping_board0> has potato, which are all the ingredients you need to make potato_slices; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,nothing,,cut(chopping_board0),<pot0> is empty,False,True,False,0,1,0.0,-1.0
6e90fcba1912f45b,7,wait(1),wait(2),"X       X       X       P       X       

I               X       ↑0      X       

C1      ←1      X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 7: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [] Kitchen states: <pot0> is empty; <oven0> is empty; <blender0> is empty; <chopping_board0> starts processing chopped_onion,it will be ready after 2 timesteps; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,nothing,,,<pot0> is empty,False,False,False,0,0,0.0,-1.0
6e90fcba1912f45b,8,wait(1),wait(1),"X       X       X       P       X       

I               X       ↑0      X       

C2      ←1      X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 8: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [wait(2)] Kitchen states: <pot0> is empty; <oven0> is empty; <blender0> is empty; <chopping_board0> starts processing chopped_onion,it will be ready after 1 timesteps; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,nothing,,wait(2),<pot0> is empty,False,False,False,0,1,0.0,1.0
6e90fcba1912f45b,9,wait(1),"pickup(potato_slices, chopping_board0)","X       X       X       P       X       

I               X       ↑0      X       

C3      ←1      X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 9: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [pickup(potato_slices, chopping_board0);place_obj_on_counter()] Kitchen states: <pot0> is empty; <oven0> is empty; <blender0> is empty; <chopping_board0> has potato_slices; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,nothing,,"pickup(potato_slices, chopping_board0);place_obj_on_counter()",<pot0> is empty,False,False,False,0,2,0.0,1.0
6e90fcba1912f45b,10,wait(1),place_obj_on_counter(),"X       X       X       P       X       

I               X       ↑0      X       

C       ←1p     X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,1,0,0,0,"There is no potato_slices on counter chef can visited.If assistant is already preparing ingredient for you,you should wait.

",,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 10: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [pickup(potato_slices, counter)] <Assistant> holds one potato_slices. The planned sequence of actions (yet to be performed) for Assistant is [place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.

Below are the failed and analysis history about your last chosed action,you can use the information to reach correct action alone AND DO NOT COMMUNICATE WITH YOUR TEAMMATE :
Your action pickup(potato_slices, counter) raised an error: There is no potato_slices on counter chef can visited.If assistant is already preparing ingredient for you,you should wait.


",,nothing,one potato_slices,"pickup(potato_slices, counter)",place_obj_on_counter(),<pot0> is empty,False,True,False,1,1,1.0,-1.0
6e90fcba1912f45b,11,wait(1),place_obj_on_counter(),"X       X       X       P       X       

I               X       ↑0      X       

C       →1p     X               X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 11: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds one potato_slices. The planned sequence of actions (yet to be performed) for Assistant is [place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,one potato_slices,,place_obj_on_counter(),<pot0> is empty,False,False,False,0,1,-1.0,0.0
6e90fcba1912f45b,12,"pickup(potato_slices, counter)",wait(3),"X       X       X       P       X       

I               X       ↑0      X       

C       →1      Xp              X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,0,1,0,0,,"There is no object in assistant's hand, so can not place object on counter.
","Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 12: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: 1 counters have potato_slices which you can pick it up. 
","Successful Action History: [{'timestamp': 3, 'action': 'pickup(potato, ingredient_dispenser)'}, {'timestamp': 6, 'action': 'put_obj_in_utensil(chopping_board0)'}, {'timestamp': 7, 'action': 'cut(chopping_board0)'}, {'timestamp': 10, 'action': 'pickup(potato_slices, chopping_board0)'}, {'timestamp': 12, 'action': 'place_obj_on_counter()'}]
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:baked_potato_slices
Scene 12: <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [place_obj_on_counter()] <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [pickup(potato_slices, counter);put_obj_in_utensil(oven0);bake(oven0)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Assistant>. Their states are as follows: 1 counters have potato_slices which you can pick it up. 

Below are the failed and analysis history about your last chosed action,you can use the information to reach correct action alone AND DO NOT COMMUNICATE WITH YOUR TEAMMATE :
Your action place_obj_on_counter() raised an error: There is no object in assistant's hand, so can not place object on counter.

",nothing,nothing,,place_obj_on_counter(),<pot0> is empty,False,True,False,0,1,0.0,0.0
6e90fcba1912f45b,13,"pickup(potato_slices, counter)",wait(3),"X       X       X       P       X       

I               X               X       

C       →1      Xp      ↓0      X       

D               X               O       

X       B       X       S       X       

",0,baked_potato_slices,0,0,0,0,,,,,,,,,,True,True,True,0,0,0.0,-1.0
